,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,distance
15932,16246,2,2015-06-29 04:50:22,2015-06-29 04:53:27,1,-74.0002670288086,40.746089935302734,-73.99053955078125,40.75739669799805,2,5.5,0.5,0.5,0.0,0.0,6.8,1.5011705178828518
15941,16255,1,2015-06-30 07:25:52,2015-06-30 08:25:28,1,-73.78893280029298,40.64165878295898,-73.97559356689453,40.758838653564446,1,52.0,0.0,0.5,11.65,5.54,69.99,20.43638554640493
15950,16264,1,2015-06-29 23:35:28,2015-06-29 23:39:07,1,-73.95658874511719,40.78669738769531,-73.95946502685547,40.774322509765625,1,5.5,0.5,0.5,1.35,0.0,8.15,1.397611410723071
15972,16287,2,2015-06-30 17:57:16,2015-06-30 18:10:01,1,-73.99610137939453,40.721981048583984,-73.99452209472656,40.74049758911133,2,10.0,1.0,0.5,0.0,0.0,11.8,2.063888901380255
15976,16291,1,2015-06-30 16:29:30,2015-06-30 16:41:42,1,-73.94803619384764,40.782752990722656,-73.97377014160156,40.792007446289055,1,10.0,1.0,0.5,2.35,0.0,14.15,2.399261262311201
15977,16292,2,2015-06-30 22:45:32,2015-06-30 22:48:47,1,-73.94454193115233,40.71525573730469,-73.9432373046875,40.70872116088867,1,4.0,0.5,0.5,1.06,0.0,6.36,0.7351157734323168
15983,16298,2,2015-06-29 18:24:16,2015-06-29 18:33:10,1,-73.95985412597656,40.77942657470703,-73.95938873291014,40.77438354492188,1,7.5,1.0,0.5,1.86,0.0,11.16,0.5623034009742018
15999,16314,2,2015-06-29 09:57:24,2015-06-29 10:33:36,1,-73.9762191772461,40.76552963256836,-73.79163360595702,40.64474868774414,1,52.0,0.0,0.5,11.67,5.54,70.01,20.560488679610334
16018,16333,2,2015-06-29 11:13:51,2015-06-29 11:34:04,1,-73.97496795654298,40.76131820678711,-73.98726654052734,40.72531127929688,2,15.0,0.0,0.5,0.0,0.0,15.8,4.13697578664403
16025,16340,2,2015-06-30 07:46:28,2015-06-30 08:04:05,1,-73.8710708618164,40.773868560791016,-73.85572814941406,40.69084930419922,2,26.5,0.0,0.5,0.0,0.0,27.3,9.324328029194838
16048,16363,1,2015-06-30 21:00:26,2015-06-30 21:21:37,1,-73.9954605102539,40.76125717163086,-73.95124816894531,40.724433898925774,1,18.0,0.5,0.5,4.96,5.54,29.8,5.536993898679101
16059,16374,2,2015-06-30 19:59:08,2015-06-30 20:21:41,1,-73.9949722290039,40.76025390625,-73.98461151123048,40.7563705444336,1,15.0,1.0,0.5,4.2,0.0,21.0,0.9739478463139566
16066,16381,2,2015-06-29 22:49:07,2015-06-29 23:01:52,1,-73.97887420654298,40.764286041259766,-74.0039520263672,40.7363166809082,1,11.5,0.5,0.5,1.5,0.0,14.3,3.760833136458611
16085,16400,1,2015-06-29 19:19:31,2015-06-29 19:29:28,1,-74.00000762939453,40.75376892089844,-73.98796844482422,40.74061965942384,2,8.5,1.0,0.5,0.0,0.0,10.3,1.7800004648577497
16100,16415,1,2015-06-30 07:11:25,2015-06-30 07:15:19,1,-73.964111328125,40.771141052246094,-73.97084045410156,40.761077880859375,1,5.0,0.0,0.5,1.0,0.0,6.8,1.2546896928375535
16103,16418,1,2015-06-30 09:21:42,2015-06-30 09:25:05,1,-73.89112854003906,40.766651153564446,-73.9173812866211,40.7710075378418,1,6.0,0.0,0.5,1.35,0.0,8.15,2.2639931044226054
16125,16441,2,2015-06-30 14:34:43,2015-06-30 14:43:56,1,-73.97142791748048,40.751007080078125,-73.95489501953125,40.76597595214844,2,8.0,0.0,0.5,0.0,0.0,8.8,2.1708242110667504
16135,16451,1,2015-06-30 18:42:40,2015-06-30 18:43:24,1,-73.97034454345702,40.789306640625,-73.97270965576173,40.78572845458984,2,3.0,1.0,0.5,0.0,0.0,4.8,0.4450593961288516
16137,16453,2,2015-06-29 10:02:56,2015-06-29 10:22:51,1,-73.99383544921875,40.73291015625,-73.96353149414062,40.77156066894531,1,16.0,0.0,0.5,3.36,0.0,20.16,5.000223748815078
16151,16467,2,2015-06-29 04:23:30,2015-06-29 04:40:53,6,-73.9827880859375,40.76304626464844,-73.95963287353516,40.71897888183594,2,19.0,0.5,0.5,0.0,0.0,20.3,5.275771013096663
16152,16468,2,2015-06-29 14:43:04,2015-06-29 15:06:08,1,-73.9635238647461,40.75773620605469,-73.96891021728516,40.80181884765625,1,18.0,0.0,0.5,4.7,0.0,23.5,4.92424779615623
16187,16504,2,2015-06-30 12:27:38,2015-06-30 12:33:50,1,-73.962646484375,40.77313995361328,-73.97187805175781,40.786468505859375,1,7.0,0.0,0.5,1.0,0.0,8.8,1.6740576562908507
16211,16528,1,2015-06-30 16:56:56,2015-06-30 17:14:12,1,-74.00672912597656,40.7043342590332,-73.96477508544923,40.7537841796875,1,19.0,1.0,0.5,4.15,0.0,24.95,6.539031648110108
16244,16563,2,2015-06-30 20:55:25,2015-06-30 21:03:11,1,-74.00370025634764,40.72239303588867,-73.99278259277344,40.73730850219727,1,7.5,0.5,0.5,1.76,0.0,10.56,1.8971759497284064
16247,16566,1,2015-06-29 23:46:36,2015-06-29 23:56:51,1,-73.87293243408203,40.77409362792969,-73.94672393798828,40.78496551513672,1,21.0,0.5,0.5,3.0,5.54,30.84,6.331742835457354
16249,16568,1,2015-06-29 23:12:25,2015-06-29 23:12:50,1,-73.98652648925781,40.75620269775391,-73.98651123046875,40.756301879882805,4,2.5,0.5,0.5,0.0,0.0,3.8,0.011106671835133308
16257,16576,1,2015-06-30 15:13:15,2015-06-30 15:26:01,2,-73.98133850097656,40.733001708984375,-73.97040557861328,40.75312042236328,1,10.0,0.0,0.5,1.5,0.0,12.3,2.4200480051883178
16268,16587,2,2015-06-30 11:19:39,2015-06-30 11:34:31,1,-73.99668884277344,40.729595184326165,-73.97648620605469,40.73966598510742,2,10.5,0.0,0.5,0.0,0.0,11.3,2.038168000368125
16283,16602,2,2015-06-29 18:52:40,2015-06-29 19:12:26,2,-73.96147155761719,40.79620742797852,-73.99103546142578,40.753936767578125,1,16.0,1.0,0.5,3.56,0.0,21.36,5.3205045104364945
16296,16615,1,2015-06-30 20:05:12,2015-06-30 20:11:40,1,-73.976318359375,40.75111389160156,-73.97907257080078,40.73686981201172,2,6.5,0.5,0.5,0.0,0.0,7.8,1.6012771641533925
16317,16636,2,2015-06-29 17:46:50,2015-06-29 17:49:17,5,-73.94689178466798,40.77643585205078,-73.95181274414062,40.772098541259766,2,4.0,1.0,0.5,0.0,0.0,5.8,0.6360528623941031
16327,16646,1,2015-06-30 05:48:39,2015-06-30 06:04:14,1,-73.96843719482422,40.76021194458008,-73.87256622314453,40.77432632446289,1,28.0,0.5,0.5,8.7,5.54,43.54,8.227529392981952
16359,16678,1,2015-06-30 23:25:34,2015-06-30 23:34:22,1,-73.9529800415039,40.80773162841797,-73.93890380859375,40.79102325439453,2,8.5,0.5,0.5,0.0,0.0,9.8,2.2042445151533716
16361,16680,2,2015-06-29 09:10:29,2015-06-29 09:23:46,1,-73.96358489990233,40.7660026550293,-73.978759765625,40.75558090209961,1,9.5,0.0,0.5,2.06,0.0,12.36,1.7257724620188966
16369,16688,1,2015-06-29 22:57:14,2015-06-29 22:59:28,1,-73.98523712158203,40.73190307617188,-73.9871826171875,40.72541427612305,2,4.0,0.5,0.5,0.0,0.0,5.3,0.740143425787916
16436,16756,2,2015-06-29 19:18:58,2015-06-29 19:22:41,2,-73.9833755493164,40.7617073059082,-73.9765396118164,40.75870513916016,1,4.5,1.0,0.5,1.89,0.0,8.19,0.6657397102747391
16472,16793,1,2015-06-29 01:21:41,2015-06-29 01:35:35,1,-74.00450897216798,40.73777389526367,-73.98461151123048,40.720211029052734,1,11.0,0.5,0.5,2.45,0.0,14.75,2.5747047578316518
16492,16814,1,2015-06-30 21:11:13,2015-06-30 21:20:34,1,-73.9727020263672,40.75899124145508,-73.95478057861328,40.777774810791016,2,9.5,0.5,0.5,0.0,0.0,10.8,2.577668966994682
16530,16853,1,2015-06-30 09:02:06,2015-06-30 09:34:37,1,-73.989990234375,40.73111343383789,-73.98336791992188,40.76936340332031,1,20.5,0.0,0.5,4.25,0.0,25.55,4.290976235797857
16536,16859,1,2015-06-30 10:52:20,2015-06-30 10:59:36,1,-73.97803497314453,40.77333450317384,-73.96831512451173,40.7647705078125,2,6.5,0.0,0.5,0.0,0.0,7.3,1.2561136039144292
16581,16904,1,2015-06-30 12:52:39,2015-06-30 12:56:33,1,-73.96242523193358,40.80461883544922,-73.96434020996092,40.799930572509766,2,5.0,0.0,0.5,0.0,0.0,5.8,0.545832448810772
16624,16950,1,2015-06-29 23:12:54,2015-06-29 23:13:16,1,-73.9521484375,40.7812957763672,-73.95167541503906,40.78200912475586,2,2.5,0.5,0.5,0.0,0.0,3.8,0.08878586458384015
16626,16952,2,2015-06-30 21:52:12,2015-06-30 22:15:56,1,-73.99053192138672,40.73680114746094,-73.95771026611328,40.782371520996094,1,18.5,0.5,0.5,3.96,0.0,23.76,5.774023840479249
16629,16955,1,2015-06-30 10:31:07,2015-06-30 10:39:05,3,-73.98058319091797,40.76446914672852,-73.99144744873048,40.75085067749024,2,7.0,0.0,0.5,0.0,0.0,7.8,1.7698699837130984
16651,16979,2,2015-06-30 22:43:13,2015-06-30 22:57:06,2,-73.98085021972656,40.744258880615234,-73.942138671875,40.78963088989258,1,15.5,0.5,0.5,4.2,0.0,21.0,6.008702192196817
16682,17010,2,2015-06-30 14:27:39,2015-06-30 14:36:35,4,-73.96772003173827,40.802837371826165,-73.98097991943358,40.782093048095696,2,8.5,0.0,0.5,0.0,0.0,9.3,2.563370226565955
16700,17029,2,2015-06-30 10:50:40,2015-06-30 11:07:29,3,-73.98080444335938,40.747905731201165,-73.99740600585938,40.72438430786133,1,12.0,0.0,0.5,3.2,0.0,16.0,2.9669361029952723
16709,17038,2,2015-06-30 16:36:24,2015-06-30 17:45:19,1,-73.7899169921875,40.64759063720703,-73.98892974853516,40.75717926025391,2,52.0,0.0,0.5,0.0,5.54,58.34,20.741395641025758
16711,17040,1,2015-06-29 00:21:04,2015-06-29 00:25:18,1,-73.9886703491211,40.76930618286133,-74.00440216064453,40.75242614746094,2,6.5,0.5,0.5,0.0,0.0,7.8,2.2982484168660156
16768,17098,1,2015-06-30 21:35:17,2015-06-30 21:40:06,2,-73.97993469238281,40.763450622558594,-73.98128509521484,40.770286560058594,2,5.5,0.5,0.5,0.0,0.0,6.8,0.7688232794923806
16779,17109,1,2015-06-30 12:35:29,2015-06-30 12:54:23,1,-73.97728729248048,40.78871154785156,-73.9330062866211,40.79498291015625,1,15.0,0.0,0.5,3.15,0.0,18.95,3.7936223338001462
16790,17120,1,2015-06-29 16:01:58,2015-06-29 16:14:58,3,-73.9662094116211,40.76229095458984,-73.98236083984375,40.76247787475586,1,9.5,1.0,0.5,3.35,0.0,14.65,1.3608864693378517
16798,17128,1,2015-06-29 22:53:09,2015-06-29 23:08:47,1,-74.01483154296875,40.71438980102539,-73.9974136352539,40.740081787109375,1,14.0,0.5,0.5,2.3,0.0,17.6,3.2128108562171844
16802,17133,2,2015-06-29 14:34:58,2015-06-29 14:57:52,1,-73.99345397949219,40.73845291137695,-73.99409484863281,40.76891326904297,2,16.0,0.0,0.5,0.0,0.0,16.8,3.38853079114593
16806,17137,2,2015-06-29 20:31:27,2015-06-29 21:02:26,1,-73.78191375732422,40.64471054077149,-73.97467803955078,40.75690841674805,1,52.0,0.0,0.5,14.58,5.54,72.92,20.493193567291065
16807,17138,1,2015-06-30 09:41:18,2015-06-30 09:50:27,1,-73.99932098388672,40.72518539428711,-73.98578643798828,40.740604400634766,1,8.0,0.0,0.5,1.75,0.0,10.55,2.059795004565406
16812,17143,1,2015-06-29 09:42:16,2015-06-29 09:48:32,1,-73.97410583496092,40.751461029052734,-73.96994018554686,40.75724792480469,2,5.5,0.0,0.5,0.0,0.0,6.3,0.7331524170268892
16839,17170,2,2015-06-30 11:25:16,2015-06-30 11:56:47,2,-74.00720977783203,40.726600646972656,-73.95712280273438,40.72998809814453,1,24.0,0.0,0.5,7.44,0.0,32.24,4.238677396186571
16845,17176,2,2015-06-30 00:30:41,2015-06-30 00:49:17,1,-73.9812774658203,40.75902938842773,-73.92660522460938,40.860942840576165,1,27.0,0.5,0.5,2.7,0.0,31.0,12.234617711670943
16849,17180,2,2015-06-30 08:45:21,2015-06-30 08:55:19,5,-73.98075866699219,40.76966094970703,-73.9788818359375,40.75555038452149,1,8.5,0.0,0.5,1.86,0.0,11.16,1.5774604582867504
16855,17186,1,2015-06-29 20:26:06,2015-06-29 20:44:18,1,-74.00236511230467,40.73966598510742,-73.96104431152342,40.76071166992188,2,15.0,0.5,0.5,0.0,0.0,16.3,4.195599110136576
